station_id,station_name,new_station_name,region,province,city,barangay,date_established,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,horizontal_coords_source,horizontal_date_entry,horizontal_datum,horizontal_reference,elevation_horizontal_datum,horizontal_authority,horizontal_order,horizontal_date_computed,horizontal_fix,elevation,ellipsoidal_height,elevation_date_entry,elevation_datum,elevation_established_datum,elevation_authority,elevation_order,elevation_date_computed,elevation_fix,mark_status,mark_type,mark_const,authority,wgs84ND,wgs84NM,wgs84NS,wgs84ED,wgs84EM,wgs84ES,ellipz,image,inscription,description,encoder,ucode,latitude,longitude,date_updated,bm_plus,accuracy_class,lon,lat,elevation_alt,latitude_decimal,longitude_decimal,status_tag,epoch
,MM-117,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,SUCAT,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-117 is in Metro Manila, City of Muntilupa, Brgy. Sucat. Station is located along intersection east service road and Mayor J. Posadas Ave., Its on the top of concrete pavement of the sidewalk and beside the Electric Post Mark is 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM117,2010,NAMRIA"".",Melchor Degollado Jr,119307,14.4561694444444,121.045561111111,01/25/2024 8:32:51 AM,0.0,,121 2 44.02,14 27 22.21,0,,,0,2023
,MM-118,0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,MARCELO GREEN VILLAGE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-118 is in Metro Manila, City of Parañaque, Brgy. Marcelo Green. Station is located is located on top of the sidewalk along the East Service Road at the corner N end of the entrance gate of Valgosons Bldg. and the sidewalk. It is about 80,0 m SE of KM 18 Airsoft Gamesite. One of the firms in the the compound/ building is the Lifeline 16-911 . Mark is 3 inches copper nail centered and embedded on 15 x 15 c cement putty inscription ""MM-118,2010, NAMRIA"".",Melchor Degollado Jr,119308,14.46845,121.045488888889,01/25/2024 8:38:14 AM,0.0,,121 2 43.76,14 28 6.42,0,,,0,2023
,MM-119,0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,NORTH DAANG HARI,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,4,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-119 is in Metro Manila, City of Taguig, Brgy. North Daang Hari. It is located on top of a transmission line's square concrete post foundation along the sidewalk of the East Service Road being elevated about 0.25 m. from the sidewalk (at the SW corner of the foundation). It is set approximately halfway the perimeter fence-wall of Honda Cars Safety Driving Center. Mark is 3 inches copper nail centered and embedded on 15 x 15 c cement putty inscription ""MM-119,2010, NAMRIA"".",Melchor Degollado Jr,119309,14.4758638888889,121.04545,01/25/2024 8:43:44 AM,0.0,,121 2 43.62,14 28 33.11,0,,,0,2023
,MM-136 (PRQ),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN MARTIN DE PORRES,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-136 in Metromanila, City of Parañaque, Brgy. San Martin De Porres. Station is located along East Service road going to Bicutan, and beside a KM Post 15. Mark is 3/8 x 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-136,2010,NAMRIA""",Melchor Degollado Jr,119310,14.494,121.042361111111,01/25/2024 9:06:15 AM,0.0,,121 2 32.50,14 29 38.40,0,,,0,2023
,MM-137 (PRQ),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN MARTIN DE PORRES,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-137 in Metromanila, City of Parañaque, Brgy. San Martin De Porres. Station is located along East Service road going to Bicutan, and on top the ruin electrict post foundation and approximately 100 meters Yintersection going to ARCALAND FTI compound. Mark is 3/8 x 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-137,2010,NAMRIA""",Melchor Degollado Jr,119311,14.5040888888889,121.036938888889,01/25/2024 9:08:31 AM,0.0,,121 2 12.98,14 30 14.72,0,,,0,2023
,MM-137A(SM-CT1),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,NORTH FAIRVIEW,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,22,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-137A(SM-CT1) is situated in Metro Manila, City of Quezon, Brgy. North Fairview. Station is along commonwealth avenue. Its located at the fire hydrant, infront of Seven Eleven and before the Tullahan Bridge II. Mark is the head of X cross 8 mm brass bolt set in a drilled hole and centered in a cement putty with inscriptions "" SM CT-1 2019""",Aila Leana Sampana,119312,14.7065861111111,121.066869444444,03/19/2024 11:08:59 AM,0.0,,121 04 0.73,14 42 23.71,0,,,0,2023
,MM-139 (PRQ),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN DIONISIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.6486,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-139(PRQ) in Metromanila, City of Parañaque, Brgy. San Dionisio. Station is along Dr. A Santos Ave. (Sucat Rd.), located on top of a concrete rectangle part of a footing of the billboard SE of the entrance gate of Olivarez College and beside the Angels Burger. Mark is 3/8 x 4 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-139,2010,NAMRIA""",TIM,119313,14.4792805555556,120.99775,02/05/2025 10:06:57 AM,0.022963,2 CM,120 59 51.90,14 28 45.41,0,,,0,2023
,MM-766 (GM-T1),0,NCR,NCR - FOURTH DISTRICT,PATEROS,SANTO ROSARIO-SILANGAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-766 (GM-T1) is in the Metro Manila, City of Pasig, Brgy. Bambang. Station is located M. Almeda Street on top of the E railing of the concrete bridge about 300 meters SW of the Pasig-Pateros Boundary marker. Bench mark is situated 1.3 meters from the S end of the sidewalk, 0.12 meters from the end of the upper part of the railing, and 0.44 meter high from the bridge sidewalk Mark is the top of a 1/2-inch diameter brass rod cemented in a drilled hole and with inscriptions on the cement putty around the mark thus: ""BCGS GM T-1 1977"".",Melchor Degollado Jr,119328,14.5492805555556,121.072588888889,01/25/2024 10:02:31 AM,0.0,,121 4 21.32,14 32 57.41,0,,,0,2023
,MM-808 (GM-W13),0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,SUCAT,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-808(GM-W13) is in Metro Manila, City of Muntilupa, Brgy. Sucat. Station is located along Dir. A. Bunye, on the sidewalk (S end) of a small bridge crossing a small creek. It is about 0.2 m from the face of the guardrail of the bridge. Mark is a 1/2 x 4 in brass rod, centered and embedded on cement putty with the inscription ""BCGS W-13 1976",Melchor Degollado Jr,119329,14.4599444444444,121.054,01/25/2024 10:13:29 AM,0.0,,121 3 14.40,14 27 35.80,0,,,0,2023
,MM-809 (GM-39M),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,B. F. HOMES,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,32.5948,0,11/30/1999,1,,,1,11/06/2024,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-809(GM-39M) in Metromanila, City of Parañaque, Brgy. B.f. Homes. The station is 30 NW from the Main Entrance gate of Loyola Memorial Park. The station is 60cm E of a fire hydrant and about 50cm from the perimeter fence of the cemetery. Mark 3 in. copper nail, centered and embedded on a 15cm x 15cm concrete putty with inscription GM-39M 2001 NAMRIA.",TIM,119330,14.4555416666667,121.038619444444,11/20/2024 3:05:02 PM,0.021897,2 CM FROM MANILA MSL,121 2 19.03,14 27 19.95,0,,,0,2023
,MM-811 (GM-36M),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-811 (GM-36M) in Metromanila, City of Parañaque, Brgy. San Isidro. Station is along Dr. A Santos Ave. (Sucat Rd.) intersection N. Lopez Avenue and situated in center island of the road near the marker of ""Parañaque Construction Supplies Traders Association"" under the foot bridge. Mark is 3 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""GM36M,2001,NAMRIA""",Melchor Degollado Jr,119331,14.4685555555556,121.011969444444,01/25/2024 10:17:18 AM,0.0,,121 0 43.09,14 28 6.80,0,,,0,2023
,MM-812 (GM-35M),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN ISIDRO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-812 (GM-35M) in Metromanila, City of Parañaque, Brgy. San Isidro. Station is along Dr. A Santos Ave. (Sucat Rd.), and situated on top of a guardrail of the Salvador Bridge. Mark is 3 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""GM35M,2001,NAMRIA""",Melchor Degollado Jr,119332,14.4741833333333,121.002427777778,01/25/2024 10:19:04 AM,0.0,,121 0 8.74,14 28 27.06,0,,,0,2023
,MM-813 (GM-33M),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN DIONISIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-813 (GM-33M) in Metromanila, City of Parañaque, Brgy. San Dionisio. Station is along Dr. A Santos Ave. (Sucat Rd.), and situated on top of a guardrail of the Kaybuboy Bridge. Mark is 3 inches copper nail, centered and embedded on 15 x 15 cm cement putty with the inscription ""GM33M,2001,NAMRIA""",Melchor Degollado Jr,119333,14.4873888888889,120.991111111111,01/25/2024 10:20:48 AM,0.0,,120 59 28.00,14 29 14.60,0,,,0,2023
,MM-141A,0,NCR,NCR - FOURTH DISTRICT,LAS PIÑAS,TALON UNO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-141A is in Metro Manila, City of Las Piñas, Brgy. Talon Uno. Station is located at the bolt of street light post, along intersection Alabang-Zapote road and marcos Alvarez Avenue. Mark is ""steel bolt"" of streetlight post.",Melchor Degollado Jr,119314,14.436825,121.0069,01/25/2024 9:25:59 AM,0.0,,121 0 24.84,14 26 12.57,0,,,0,2023
,MM-814 (BEACH A),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,SAN DIONISIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"Mark is located on the sidewalk along Quirino Avenue (lane bound to Las Piñas) being 3.50 SSE of the gate of the said compound. It is approximately in front of D.O Compound which is beside the former Aroma Beach Club Compound. Mark is the head of 1/2 in brass rod, centered and embedded on cement putty withj the inscription ""BM BEACH A 1987 PCGS"".",Dexter Alamar,119334,14.4912833333333,120.987388888889,11/27/2024 1:53:51 PM,0.0,,120 59 14.60,14 29 28.62,0,,,0,2023
,MM-815 (F-10),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,LA HUERTA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,11,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-815 (F-10) in Metromanila, City of Parañaque, Brgy. La Huerta. Station is located in the wall of church St. Andrew Cathedral being 14.00m E of the Qurino Avenue's road centerline. It is 0.24 NW of the S corner of the chruch tower and 9.00 m W of the church door on the SW cornerside of the church. Mark is US Coast and Geodetic Survey standard brass disc stamped ""F-10,1948"" whci his set vertically on the wall 0.70 above the concrete ground.",Melchor Degollado Jr,119335,14.5004583333333,120.991519444444,01/25/2024 10:25:29 AM,0.0,,120 59 29.47,14 30 01.65,0,,,0,2023
,MM-816 (GM-22M),0,NCR,NCR - FOURTH DISTRICT,CITY OF PARAÑAQUE,TAMBO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-816 (GM-22M) in Metromanila, City of Parañaque, Brgy. Tambo. Station is located at the Tambo Bridge, 1.35 m S of the gutter edge of the bridge sidewalk, 0.15 m above the finish grade asphalt road, and 0.08 m NE of the street light post located on the W end and S side. It is approximately 40 m E of the entrance gate of Tambo Elementary School. Mark is a copper nail cemented on a drilled hole with an inscription on the cement putty thus: ""GM 22M, 2001 NAMRIA.""",Melchor Degollado Jr,119336,14.5168611111111,120.997561111111,01/25/2024 10:27:54 AM,0.0,,120 59 51.22,14 31 00.70,0,,,0,2023
,MM-817 (JAP),0,NCR,NCR - FOURTH DISTRICT,LAS PIÑAS,DANIEL FAJARDO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,11,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-817 (JAP) is in the Metro Manila, City of Las Piñas, Brgy. Dañiel Fajardo. Station is located at the wall of the St. Joseph Parish Church (Bamboo Organ Church). It is approximately 0.30 m from the concrete pavement. Mark is a Japan Coast and Geodetic Survey standard brass disc with inscription ""BENCHMARK, PHILIPPINE SURVEY"".",Melchor Degollado Jr,119337,14.4811916666667,120.981708333333,01/25/2024 10:29:42 AM,0.0,,120 58 54.15,14 28 52.29,0,,,0,2023
,MM-818 (D-9),0,NCR,NCR - FOURTH DISTRICT,LAS PIÑAS,TALON DOS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,4,1,15,10,NAMRIA,0,0,0,0,0,0,0,,,"Mark is located on top of the sidewalk (SE end) of Talon Bridge crossing a creek along Alabang-Zapote Road (bound to Alabang). It is approximately 0.05 m from the edge of the guardrail of the bridge and about 0.15 m high from the road surface. Mark is a Philippine Coast and Geodetic Survey standard brass disc with inscriptions ""PHILIPPINE COAST AND GEODETIC SURVEY, BENCHMARK"".",Melchor Degollado Jr,119338,14.4412527777778,120.998641666667,01/25/2024 10:31:10 AM,0.0,,120 59 55.11,14 26 28.51,0,,,0,2023
,MM-819 (PT-1),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,26,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-819 (PT-1) is in Metro Manila, City of Taguig, Brgy. Fort Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated at the back of the flagpole. Updated: Mark is the head of a metal screw embedded on the concrete washed pebble finished pavement.",Melchor Degollado Jr,119339,14.5349805555556,121.040933333333,01/25/2024 10:58:39 AM,0.0,,121 2 27.36,14 32 5.93,0,,,0,2023
,MM-820 (PT-2),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,26,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-820 (PT-2) is in Metro Manila, City of Taguig, Brgy. Fortt Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated beside the corner gutter of the way to Map Sales Building and the way to the Main building lobby. About 3.3 meters SW of the Public Address Speaker post. Mark is the head of a metal screw embedded on the concrete pavement.",Melchor Degollado Jr,119340,14.5351527777778,121.040541666667,01/25/2024 11:00:16 AM,0.0,,121 2 25.95,14 32 6.55,0,,,0,2023
,MM-821B (PT-3B),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,26,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-821B (PT-3B) is in Metro Manila, City of Taguig, Brgy. Ft. Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on top near the corner sidewalk gutter on the way to Map Sales and to RDAB lobby. Mark is the head of a metal screw embedded on top of the concrete gutter",Melchor Degollado Jr,119341,14.5357555555556,121.040575,01/25/2024 1:06:45 PM,0.0,,121 2 26.07,14 32 8.72,0,,,0,2023
,MM-822A (PT-4A),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-822A (PT-4A) is in Metro Manila, City of Taguig, Brgy. Ft. Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on top of the sidewalk gutter near the corner of the way to to RDAB lobby and to the standby generator. About 2.4 meters SW of the Public Address Speaker post. Mark is the head of a concrete nail embedded on top of the concrete gutter.",Melchor Degollado Jr,119342,14.535725,121.041361111111,01/25/2024 1:10:01 PM,0.0,,121 2 28.9,14 32 8.61,0,,,0,2023
,MM-823 (PT-5),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-823 (PT-5) is in Metro Manila, City of Taguig, Brgy. Ft. Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on top of the concrete gutter near the NW corner of the covered basketball court. Mark is the head of a concrete nail embedded on top of the concrete gutter",Melchor Degollado Jr,119343,14.5354,121.041458333333,01/25/2024 1:12:01 PM,0.0,,121 2 29.25,14 32 7.44,0,,,0,2023
,MM-824A (PT-6A),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,15,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-824A (PT-6A) is in Metro Manila, City of Taguig, Brgy. Fort Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on top of the concrete gutter, about 15 meters from the SE corner of the Main Building and 33 meters NW of the Exit gate. Mark is a standard disc with inscription ""RP-001, 1989, NAMRIA"".",Melchor Degollado Jr,119344,14.5350916666667,121.041341666667,01/25/2024 1:13:56 PM,0.0,,121 2 28.83,14 32 6.33,0,,,0,2023
,MM-825 ( PT-7),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-825 ( PT-7) is in Metro Manila, City of Taguig, Brgy. Ft. Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on the sidewalk concrete gutter, at the corner of the way to Engineering Division and to the Standby Generator Set. Mark is the head of a 4 inches concrete nail embedded on a drilled hole on top of the concrete gutter",Melchor Degollado Jr,119345,14.5355555555556,121.041444444444,01/25/2024 1:15:35 PM,0.0,,121 2 29.2,14 32 8.0,0,,,0,2023
,MM-144,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,ALABANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-144 is in Metro Manila, City of Muntinlupa, Brgy. Alabang. Station is on the sidewalk at the SW end of the Cupang Diablo Bridge along M.L Quezon Avenue. It is about 28.0 m S of the barangay boundary marker after the N end of the bridge. It is set 0.05 beside the end guardrail of the bridge. Updated: August 2023 SURVEYED / DESCRIBED BY: NAMRIA DATE RECOVERED: August 2023 Mark is 3 inches copper nail centered and embedded on 20 x 20 cm cement putty inscription ""MM144,2010,NAMRIA"".",Melchor Degollado Jr,119318,14.423325,121.049944444444,01/25/2024 9:46:15 AM,0.0,,121 2 59.80,14 25 23.97,0,,,0,2023
,MM-145A,0,NCR,NCR - FOURTH DISTRICT,CITY OF MUNTINLUPA,CUPANG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.9614,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-145A is in Metro Manila, City of Muntinlupa, Brgy. Cupang. It si located along M. L. Quezon Ave. right side to Pateros. Established on top of a concrete step of a small bridge over a creek. About 50 meters N of Cupang Elem. School. Updated: August 2023 SURVEYED / DESCRIBED BY: NAMRIA DATE ESTABLISHED: August 2023 Mark is 3 inches copper nail centered and embedded on 20 x 20 cm cement putty inscription ""MM-145A 2023 NAMRIA"".",Aries Zafra,119319,14.4309638888889,121.050061111111,02/18/2025 1:12:28 PM,0.023053,2 CM,121 3 0.22,14 25 51.47,0,,,0,2023
,MM-281,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-281 is in the Metro Manila, City of Pasig, Brgy. Maybunga. Station is along C. Raymundo Avenue and located on the top of a concrete side walk beside Digitel concrete post, fronting Pasig Greenland sign and 3.30 m from the entrance of Metro Pole Laundry. Mark is the head of a 4""in. copper nail flush on a 15 cm. x 15 cm cement putty with inscriptions ""MM-281 , 2012, NAMRIA"".",Melchor Degollado Jr,119321,14.5837333333333,121.087913888889,01/25/2024 9:49:38 AM,0.0,,121 5 16.49,14 35 1.44,0,,,0,2023
,MM-282,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-282 is in the Metro Manila, City of Pasig, Brgy. Rosario. Station is along C. Raymundo Avenue and located on the top of a concrete sidewalk beside the conrete post of the main gate of Eusebio High School. Mark is the head of a 4""in. copper nail flush on a 15 cm. x 15 cm cement putty with inscriptions ""MM-282 , 2012, NAMRIA"".",Melchor Degollado Jr,119322,14.5887222222222,121.089080555556,01/25/2024 9:50:58 AM,0.0,,121 5 20.69,14 35 19.40,0,,,0,2023
,MM-284,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,CANIOGAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-284 is in the Metro Manila, City of Pasig, Brgy. Caniogan. Station is located along C. Raymundo Avenue and on the top of a concrete pavement beside the conrete post of Pasig Cemetery entrance gate. Mark is the head of a 4""in. copper nail flush on a 15 cm. x 15 cm cement putty with inscriptions ""MM-284 , 2012, NAMRIA"".",Melchor Degollado Jr,119323,14.5688861111111,121.081288888889,01/25/2024 9:52:05 AM,0.0,,121 4 52.64,14 34 7.99,0,,,0,2023
,MM-709 (BM2-NFB),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,0.0,0,11/30/1999,1,,,1,11/30/1999,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-709 (BM-2)) is in Metro Manila, City of Taguig, Brgy. Fortt Bonifacio. Station is located along Lawton Ave. Established inside NAMRIA compound. Situated on top of the sidewalk gutter about 4.9 meters N of the Guardhouse at the Entrance gate. Mark is a brass rod embedded, flushed on a cement putty with inscription ""BM-2""",Dexter Alamar,119324,14.5350527777778,121.040422222222,01/22/2025 9:04:59 AM,0.0,,121 2 25.52,14 32 6.19,0,,,0,2023
,MM-757 (GM-42M),0,NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,HAGONOY,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,,0,11/30/1999,0,3.3109,0,11/30/1999,1,,,1,11/30/1999,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-757 (GM-42M) is in the Metro Manila, City of Taguig, Brgy Hagonoy. Station is located at the SE approach of Hagonoy Bridge, 5m N of Barangay Hall of Brgy. Lower Bicutan and about 10m NE from a concrete electric post which is erected at the corner of M. L. Quezon St. and Felipe St. Mark is the head of a 3 inches copper nail embedded, centered and flushed on a 15 x 15 cm. cement putty with inscription ""GM-42M, 2001, NAMRIA""",Mary,119326,14.5085527777778,121.066227777778,02/10/2025 1:42:35 PM,0.010735,2 CM FROM MANILA MSL,121 3 58.42,14 30 30.79,0,,,0,2023
