station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MMA-5169 (BBM-21),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PALATIW,11/30/1999,LUZON,14,33,38.17082,121,5,1.97398,1610193.877,509039.342,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.497,1,18,10,NAMRIA,121,5,6.8709,14,33,32.76906,14.5591025166667,121.085241916667,49.354,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PINAGBUHATAN CAD 579 BBM No. 21 PASIG"". ACCESS From Plaza Rizal Park travel to Caruncho avenue about 1 km then turn left to Balderama street,continue travel 200 m until you reach the intersection of Caruncho avenue and Balderama street were the station is located.",TIM,0,0,,09/02/2020 1:40:35 PM,293551.759,1610496.72,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.560603005555556,121.0838816611111
,MMA-5170 (BBM-22),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG KATIPUNAN,11/30/1999,LUZON,14,33,33.71795,121,4,28.49884,1610056.686,508037.336,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.7,1,18,10,NAMRIA,121,4,33.39591,14,33,28.31574,14.5578654833333,121.075943308333,50.538,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAGONG KATIPUNAN CAD 579 BBM No. 22 PASIG"". ACCESS From Bambang Bridge travel to A. Luna street about 500 m until you reach the Puregold Malinao infront of Puregold were the station is located.",TIM,0,0,,09/02/2020 1:41:05 PM,292548.407,1610368.307,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.559366097222222,121.0745830111111
,MMA-5171 (BBM-23),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PINAGBUHATAN,11/30/1999,LUZON,14,33,18.67988,121,5,12.44205,1609595.012,509352.924,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.782,1,18,10,NAMRIA,121,5,17.33941,14,33,13.27962,14.5536887833333,121.088149836111,49.662,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PINAGBUHATAN CAD 579 BBM No. 23 PASIG"". ACCESS From Public Market of Pasig City, travel along the Urbano Velasco Avenue then turn right to Acacia Street continue travel until you reach the floodgate of San Agustin Creek were the point is located.",TIM,0,0,,09/02/2020 1:41:45 PM,293860.126,1609895.02,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.555188855555556,121.08678945833333
,MMA-5172 (BBM-24),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAMBANG,11/30/1999,LUZON,14,33,26.18664,121,4,57.45923,1609825.538,508904.33,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.042,1,18,10,NAMRIA,121,5,2.35644,14,33,20.78556,14.5557737666667,121.0839879,49.905,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAMBANG CAD 579 BBM No. 24 PASIG"". ACCESS From Pasig City Hall travel to F. Manalo street about 280 m then turn left to F. Antonio street continue travel 450 m until you reach Balderama street were the station is located.",TIM,0,0,,09/02/2020 1:44:52 PM,293413.494,1610129.515,51,293561.44789,1610061.28098,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.557274066666668,121.08262756388889
,MMA-5173 (BBM-25),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN JOSE,11/30/1999,LUZON,14,33,41.87771,121,4,30.44335,1610307.465,508095.461,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,7.127,1,18,10,NAMRIA,121,4,35.34022,14,33,36.47501,14.5601319472222,121.076483394444,50.96,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAGONG KATIPUNAN CAD 579 BBM No. 25 PASIG"". ACCESS From Brgy Kapasigan travel to Brgy. Mlinao along the Dr. Sixto Antonio Avenue then continue travel until you reach the intersection of A. Luna and P. Burgos street were the point is located.",TIM,0,0,,09/02/2020 1:45:23 PM,292608.742,1610618.612,51,292756.6878,1610550.3493,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.561632697222223,121.07512315277778
,MMA-5174 (BBM-26),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN JOAQUIN,11/30/1999,LUZON,14,33,8.28743,121,4,43.85229,1609275.327,508497.202,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.131,1,18,10,NAMRIA,121,4,48.74994,14,33,2.8872,14.550802,121.080208316667,50.0,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BBM No. 26"". ACCESS From Bambang Bridge travel to Brgy Kalawaan along the Elisco road,continue travel until you reach the bridge were the station is located.",TIM,0,0,,09/02/2020 1:45:44 PM,293001.48,1609582.801,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.55230206388889,121.07884785833333
,MMA-5175 (BBM-27),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,56.69744,121,4,44.85607,1610763.041,508526.734,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.901,1,18,10,NAMRIA,121,4,49.75257,14,33,51.29411,14.5642483638889,121.080486825,49.732,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STO TOMAS CAD 579 D BBM no. 27 PASIG"". ACCESS From Market Avenue travel to STO TOMAS along E. Santos street.BBM 27 is located at the intersection of E. Santos and Daang Kalabaw road.",TIM,0,0,,09/02/2020 1:46:05 PM,293044.077,1611070.465,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.56574928888889,121.07912668611111
,MMA-5178 (BBM-28),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,53.24535,121,4,45.63639,1610656.962,508550.128,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.774,1,18,10,NAMRIA,121,4,50.53297,14,33,47.84225,14.5632895138889,121.080703602778,49.608,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STO TOMAS CAD 579 D BBM no. 28 PASIG"". ACCESS From Public Market of Pasig travel to Brgy STO TOMAS along the Market avenue then turn left at Elpidio Santos continue travel about 450 m until you reach the point.",TIM,0,0,,09/02/2020 1:46:27 PM,293066.543,1610964.166,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.564790375000001,121.07934344166667
,MMA-5179 (BBM-29) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTA CRUZ,11/30/1999,LUZON,14,33,49.49318,121,4,35.85148,1610541.553,508257.269,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.635,5,18,10,NAMRIA,121,4,40.74817,14,33,44.09011,14.5622472527778,121.077985602778,50.465,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STA CRUZ CAD 579 D BBM no. 29 PASIG"". From Pasig City Hall travel to Brgy Santa Cruz along the Caruncho Avenue then turn right to M.H. Del Pilar Street.BBM 29 is located at the intersection of F.Cruz and M.H. Del Pilar. Reported as lost point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 1:47:09 PM,292772.629,1610851.312,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.563748105555556,121.07662541111111
,MMA-5180 (BBM-30),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,CANIOGAN,11/30/1999,LUZON,14,34,7.58339,121,4,43.60012,1611097.568,508489.023,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.488,1,18,10,NAMRIA,121,4,48.49637,14,34,2.17933,14.5672720361111,121.080137880556,50.31,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAGAD,CAD 579 D BBM no. 30 PASIG"". ACCESS From Manggahan Floodway travel to Brgy Sagad along the C.Raymundo Avenue .BBM 30 is located of Intersection of Villa Lipong and C. Raymundo Avenue.",TIM,0,0,,09/02/2020 1:47:34 PM,293009.3,1611405.37,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.568773163888888,121.07877781111111
,MMA-5181 (BBM-31),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAGAD,11/30/1999,LUZON,14,34,0.54165,121,4,46.87161,1610881.2,508587.025,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.989,1,18,10,NAMRIA,121,4,51.76801,14,33,55.13811,14.5653161416667,121.081046669444,49.818,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAN MIGUEL,CAD 579 D BBM no.31 PASIG"". ACCESS From Pasig City hall travel to Brgy Sagad along the Caruncho Avenue then turn right to M. H. Del pilar continue travel then turn left to E. Santos street then you pass through the bridge turn right to pathway continue travel until you reach the point.",TIM,0,0,,09/02/2020 1:48:27 PM,293105.414,1611188.111,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.566817125,121.07968655833334
,MMA-5182 (BBM-33),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAGAD,11/30/1999,LUZON,14,33,55.50929,121,4,30.88988,1610726.386,508108.689,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.86,1,18,10,NAMRIA,121,4,35.78643,14,33,50.10572,14.5639182555556,121.076607341667,50.682,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAGAD,CAD 579 D BBM no.33 PASIG"". ACCESS From Pasig City hall travel to Brgy Sagad along the Caruncho Avenue then turn right to Dr. Sixto Avenue until you reach the Afable street were the station is located at the intersection of Dr. Sixto Antonio and Afable street.",TIM,0,0,,09/02/2020 1:48:51 PM,292625.651,1611037.477,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.565419247222223,121.07524718888888
,MMA-5183 (BBM-34),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAGAD,11/30/1999,LUZON,14,33,59.79917,121,4,43.76826,1610858.35,508494.139,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.277,1,18,10,NAMRIA,121,4,48.66468,14,33,54.39561,14.5651098916667,121.080184633333,50.104,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAGAD,CAD 579 D BBM no.34 PASIG"". ACCESS From Market avenue travel to Brgy Sagad along E. Santos continue travel until you reach the bridge of Parian Creek were the point is located.",TIM,0,0,,09/02/2020 1:49:34 PM,293012.315,1611166.074,51,293160.2402,1611097.81837,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.566610880555556,121.07882451666666
,MMA-5184 (BBM-35),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MALINAO,11/30/1999,LUZON,14,33,38.47058,121,4,44.57341,1610202.903,508518.467,3.0,04/13/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.413,1,18,10,NAMRIA,121,4,49.47035,14,33,33.06842,14.5591856722222,121.080408430556,49.258,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""MALINAO,CAD 579 D BBM no.35 PASIG"". ACCESS From Plaza Rizal Park travel to Pasig City Hall along Caruncho Avenue then turn right to F. Manalo Street.The point is located infront of Pasig City Hall.",TIM,0,0,,09/02/2020 1:50:03 PM,293030.89,1610510.32,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.560686272222222,121.07904816944443
,MMA-5184 REOBS 2017.42,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MALINAO,11/30/1999,LUZON,14,33,38.47197,121,4,44.56906,1610202.945,508518.337,3.0,06/08/2017,0,PRS92,,1,11/30/1999,0,0,0,08/22/2017,8,5.29192,1,18,10,NAMRIA,121,4,49.46629,14,33,33.06975,14.5591860416667,121.080407302778,49.265,"MMA-5184 (BBM-35) Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""MALINAO,CAD 579 D BBM no.35 PASIG"". From Plaza Rizal Park travel to Pasig City Hall along Caruncho Avenue then turn right to F. Manalo Street.The point is located infront of Pasig City Hall.",TIM,0,0,,10/27/2022 8:00:23 AM,293030.76,1610510.364,51,293178.70673,1610442.11459,51,1.0,0.01,0.02,14,33,33.22884,121,4,49.43736,47.654,0.0108,0.024,14.560686658333333,121.0790469611111
,MMA-5185 (BBM-36),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN NICOLAS (POB.),11/30/1999,LUZON,14,33,32.42122,121,5,0.22851,1610017.165,508987.158,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.472,1,18,10,NAMRIA,121,5,5.12556,14,33,27.0198,14.5575055,121.0847571,49.332,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""MALINAO,CAD 579 D BBM no.36 PASIG"". ACCESS From A Sandoval avenue travel to Public Market of Pasig along Roman Cruz street then turn right to Urbano Velasco continue travel until you reach Balderama Street were the point is located.",TIM,0,0,,09/02/2020 2:09:32 PM,293498.015,1610320.442,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.559005894444445,121.08339680833333
,MMA-5186 (BBM-37),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,54.97153,121,4,36.82945,1610709.919,508286.487,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.529,1,18,10,NAMRIA,121,4,41.726,14,33,49.56812,14.5637689222222,121.078257222222,50.355,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STO TOMAS,CAD 579 D BBM no.37 PASIG"". ACCESS From Market avenue travel to Brgy Sto. Tomas along Elpidio Santos then turn left to Kapt. Ato Street then turn right to M.H. Del Pilar continue travel for 100 m until you reach the point.",TIM,0,0,,09/02/2020 2:46:33 PM,292803.33,1611019.446,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.565269869444446,121.07689706944444
,MMA-5187 (BBM-38) (UNRECOVERED),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,52.02188,121,4,36.18557,1610619.266,508267.244,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.567,6,18,10,NAMRIA,121,4,41.08219,14,33,46.61865,14.562949625,121.078078386111,50.396,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STO TOMAS,CAD 579 D BBM no.38 PASIG"". From Plaza Rizal Park travel to Caruncho Avenue about 120 m then turn left to M. H . Del Pilar street continue travel 230 m until you reach the intersection of Kapt. Ato street and M. H. Del Pilar street were the point is located. Reported as unrecovered point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 2:51:18 PM,292783.288,1610928.949,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.564450522222224,121.07671821388888
,MMA-5188 (BBM-39) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,59.93756,121,4,50.54581,1610862.674,508697.012,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.906,5,18,10,NAMRIA,121,4,55.44222,14,33,54.53415,14.565148375,121.082067283333,49.738,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STO TOMAS,CAD 579 D BBM no.39 PASIG"". From Market avenue travel to Elpidio Santos street about 700 m then turn right to .H. Del Pilar continue travel 180 m until you reach the point. Reported as Destroyed point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 2:52:02 PM,293215.255,1611168.616,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.566649322222222,121.08070716944444
,MMA-5189 (BBM-40),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PALATIW,11/30/1999,LUZON,14,33,40.20083,121,4,56.44967,1610256.201,508873.954,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.502,1,18,10,NAMRIA,121,5,1.34655,14,33,34.79883,14.5596663416667,121.083707375,49.354,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW,CAD 579 D BBM no.40 PASIG"". ACCESS From Mercedez Avenue travel to Market Avenue about 1.1 km until you reac the Caruncho avenue were the point is located.",TIM,0,0,,09/02/2020 3:02:47 PM,293386.895,1610560.505,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.561166897222224,121.08234713055555
,MMA-5190 (BBM-41) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,44.67008,121,4,57.57588,1610393.56,508907.616,3.0,04/14/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.994,5,18,10,NAMRIA,121,5,2.47265,14,33,39.26781,14.560907725,121.084020180556,49.843,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SANTO TOMAS ,CAD 579 D BBM no.47 PASIG"". From Plaza Rizal Park travel to Caruncho avenue about 900 m turn left to Market Avenue continue travel 300 m until you reach the bridge were the station is located. Reported as lost point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 3:03:30 PM,293421.768,1610697.587,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.562408355555556,121.08265996666667
,MMA-5191 (BBM-42) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTO TOMAS,11/30/1999,LUZON,14,33,49.48415,121,4,56.78349,1610541.494,508883.843,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.907,5,18,10,NAMRIA,121,5,1.68015,14,33,44.08155,14.562244875,121.083800041667,49.752,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SANTO TOMAS ,CAD 579 D BBM no.42 PASIG"". From Pasig Public Market travel to Market Avenue then turn left to Elpidio Santos Avenue,continue travel until you reach the creek were the point is located. Reported as Destroyed point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 3:04:16 PM,293399.291,1610845.75,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.563745597222223,121.08243985833333
,MMA-5192 (BBM-44),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN MIGUEL,11/30/1999,LUZON,14,34,17.61988,121,4,50.7442,1611406.078,508702.758,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.846,1,18,10,NAMRIA,121,4,55.64019,14,34,12.21532,14.5700598111111,121.082122275,50.664,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAN MIGUEL ,CAD 579 D BBM no.44 PASIG"". ACCESS From Pasig City proper travel to Brgy Caniogan ,along Mercedes Avenue ,The point is located at the center island of the road.",TIM,0,0,,03/12/2025 11:58:33 AM,293225.775,1611712.045,51,293373.68243,1611643.79129,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.571561077777778,121.08076227777778
,MMA-5192 (BBM-44) REOBS 2020.99,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAGAD/SAN MIGUEL,11/01/2020,LUZON,14,34,17.62105,121,4,50.74111,1611406.114,508702.666,3.0,01/29/2021,0,,RASA SURVEYING,1,11/30/1999,0,0,0,01/07/2021,0,6.7397,1,18,10,NAMRIA,121,4,55.63714,14,34,12.21647,14.5700601305556,121.082121427778,50.558,"MMA-5192 (BBM-44) ACCESS: The station is located at the end of center island along the intersection road of Mercedez Avenue and C. Raymundo and 15 meters southwest from PS Bank. STATION MARK: Mark is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions ""SAN MIGUEL, CAD 579 D BBM No. 44 PASIG"".",TIM,0,0,,01/29/2021 3:44:28 PM,293225.683,1611712.082,51,293373.59143,1611643.82741,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.571561402777778,121.08076141944444
,MMA-5193 (BBM-45) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,LUZON,14,34,31.15608,121,4,57.20908,1611822.133,508896.119,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.673,5,18,10,NAMRIA,121,5,2.10474,14,34,25.75079,14.5738196638889,121.083917983333,50.485,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""CANIOGAN ,CAD 579 D BBM no.45 PASIG"". From Pasig City towards C Raymundo Avenue about 10 m south from the LBC warehouse Pasig were the point is located. Reported as Destroyed point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 3:07:25 PM,293422.819,1612126.459,51,293570.71193,1612058.20735,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.575321133333333,121.08255807777778
,MMA-5194 (BBM-46),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,CANIOGAN,11/30/1999,LUZON,14,34,35.69074,121,4,41.0648,1611961.319,508412.837,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,7.99855,1,18,10,NAMRIA,121,4,45.96042,14,34,30.28478,14.5750791055556,121.07943345,51.796,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""CANIOGAN ,CAD 579 D BBM no.46 PASIG"". ACCESS From Brgy Caniogan head towards Dr. Sixto Antonio Avenue,The station is beside the Brgy Sign board and about 10 m northside of the gate of an Auto shop and Car wash were the point is located.",TIM,0,0,,10/12/2022 10:22:50 AM,292940.693,1612269.912,51,293088.58729,1612201.64412,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.57658076111111,121.07807355555555
,MMA-5195 (BBM-47),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,LUZON,14,34,28.75243,121,5,13.99754,0.0,0.0,,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.106,1,18,10,NAMRIA,121,5,18.89324,14,34,23.34767,14.5731521305556,121.088581455556,49.931,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAN MIGUEL ,CAD 579 D BBM no.47 PASIG"". ACCESS From Brgy San Miguel Head towards M. Suarez Avenue.The point is located at the Sapang Liwanag Bridge.",TIM,0,0,,09/02/2020 3:11:41 PM,293924.784,1612048.352,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.574653452777778,121.08722153888888
,MMA-5196 (BBM-49),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN JOAQUIN,11/30/1999,LUZON,14,33,17.08413,121,4,14.8521,1609545.377,507628.988,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.499,1,18,10,NAMRIA,121,4,19.74958,14,33,11.68268,14.5532451888889,121.072152661111,50.341,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BUTING ,CAD 579 D BBM no.49 PASIG"". ACCESS From Brgy Buting head towards M.Conception Avenue.The point is located beside Pure Gold Buting and infront of Uniflox Inc.",TIM,0,0,,09/02/2020 3:11:57 PM,292135.512,1609860.509,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.554745591666668,121.07079225
